gene_id,SRR13308380,SRR13308381,SRR13308382,SRR13308383,SRR13308392,SRR13308393,SRR13308394,SRR13308395
gene-pde6a|pde6a,22,8,10,24,30,48,18,0
gene-LOC109626667|LOC109626667,0,12,16,8,16,0,15,37
gene-LOC109626841|LOC109626841,0,0,0,0,4,0,0,0
gene-cunh10orf107|cunh10orf107,0,6,0,0,0,0,11,23
gene-tmem94|tmem94,224,235,253,119,321,206,192,166
gene-mbtd1|mbtd1,190,165,115,52,129,184,168,140
gene-tdrkh|tdrkh,248,183,193,110,201,136,156,167
gene-trnan-guu-2|trnan-guu,0,0,0,0,0,0,0,0
gene-LOC109626748|LOC109626748,0,0,0,0,0,0,0,0
gene-LOC109626740|LOC109626740,168,147,89,78,152,129,218,439
gene-LOC109626684|LOC109626684,113,105,170,106,222,160,140,155
gene-LOC109626741|LOC109626741,182,135,279,158,185,145,184,298
gene-LOC109626736|LOC109626736,30,50,70,20,76,45,60,60
gene-LOC109626746|LOC109626746,18910,15659,16479,18581,13703,13849,15712,13481
gene-wdr45b|wdr45b,230,172,335,190,234,225,260,234
gene-LOC109626650|LOC109626650,0,0,0,0,0,0,0,0
gene-LOC109627077|LOC109627077,520,416,578,322,403,400,420,582
gene-dnah9|dnah9,37,8,15,0,0,19,0,12
gene-myocd|myocd,27,18,12,9,28,17,29,17
gene-LOC109626687|LOC109626687,852,618,604,295,649,673,573,564
gene-LOC109626600|LOC109626600,15,15,97,26,41,32,38,47
gene-LOC109626929|LOC109626929,0,0,0,0,4,0,14,13
gene-LOC109626997|LOC109626997,0,5,0,0,4,0,0,0
gene-LOC109626604|LOC109626604,0,0,3,0,0,0,0,0
gene-LOC109626603|LOC109626603,0,0,3,0,0,0,0,0
gene-LOC109626666|LOC109626666,0,0,0,0,0,0,0,4
gene-pts|pts,1315,870,656,642,769,666,986,1033
gene-glp2r|glp2r,8,0,0,0,0,15,6,10
gene-LOC109626956|LOC109626956,386,349,456,313,329,349,436,496
gene-LOC109626689|LOC109626689,174,245,314,69,350,306,311,445
gene-LOC109626928|LOC109626928,199,145,371,113,161,429,655,490
gene-LOC109626930|LOC109626930,17,3,29,0,8,25,46,53
gene-LOC109626691|LOC109626691,0,0,0,0,5,11,7,0
gene-unc13d|unc13d,15,14,55,13,28,28,18,10
gene-unk|unk,355,252,117,78,201,212,185,189
gene-mrpl38|mrpl38,45,30,97,221,73,36,70,153
gene-LOC109626776|LOC109626776,46,64,30,32,43,38,63,49
gene-wbp2|wbp2,1066,948,1320,911,1119,956,1130,1576
gene-trim65|trim65,83,57,187,108,80,69,76,144
gene-LOC109627158|LOC109627158,0,0,10,5,4,0,0,0
gene-fdxr|fdxr,170,163,180,91,181,128,279,449
gene-LOC109626836|LOC109626836,0,12,14,11,7,26,63,42
gene-LOC109626927|LOC109626927,0,0,0,0,14,0,7,4
gene-LOC109626908|LOC109626908,492,539,821,369,745,254,308,268
gene-LOC109626828|LOC109626828,0,0,0,0,0,0,0,0
gene-LOC109626972|LOC109626972,509,504,463,505,396,348,371,394
gene-trnaq-cug-2|trnaq-cug,0,0,0,0,0,0,0,0
gene-trnar-ucg-2|trnar-ucg,0,0,0,0,0,0,0,0
gene-itgb4|itgb4,289,434,391,222,294,249,169,63
gene-LOC109627067|LOC109627067,1915,3182,5049,17596,1572,1514,2463,8666
gene-daglb|daglb,303,344,521,241,355,242,340,440
gene-mrpl58|mrpl58,13,6,11,22,12,10,9,19
gene-LOC109626690|LOC109626690,109,86,112,52,111,96,108,112
gene-LOC109626782|LOC109626782,12,19,67,5,19,14,19,0
gene-sap30bp|sap30bp,279,255,334,263,232,250,276,392
gene-LOC109626599|LOC109626599,5,0,8,0,0,3,8,0
gene-LOC109627122|LOC109627122,0,0,0,5,4,4,6,0
gene-narf|narf,95,81,280,165,141,71,147,313
gene-cunh17orf62|cunh17orf62,38,45,91,29,75,45,86,73
gene-hexdc|hexdc,269,236,256,138,195,206,206,129
gene-ogfod3|ogfod3,173,153,246,174,297,186,188,199
gene-LOC109626800|LOC109626800,11,7,0,5,5,6,0,10
gene-LOC109626771|LOC109626771,0,0,0,28,0,0,0,0
gene-spata20|spata20,184,190,193,107,199,229,276,182
gene-LOC109626609|LOC109626609,3,0,0,0,0,0,0,0
gene-cops3|cops3,107,83,115,86,96,89,136,203
gene-LOC109627065|LOC109627065,84,106,122,37,124,93,91,109
gene-slc39a11|slc39a11,172,117,287,119,203,137,159,206
gene-nt5m|nt5m,10,17,14,9,0,8,8,24
gene-LOC109626644|LOC109626644,0,0,6,6,7,5,3,0
gene-LOC109626620|LOC109626620,5,6,0,5,8,5,3,0
gene-LOC109626618|LOC109626618,15,4,17,0,102,11,48,22
gene-pemt|pemt,507,438,546,361,424,539,633,620
gene-LOC109626799|LOC109626799,68,48,68,22,30,59,38,86
gene-LOC109627151|LOC109627151,5,5,21,3,6,21,3,3
gene-LOC109627152|LOC109627152,146,116,164,73,115,102,159,249
gene-adap1|adap1,0,0,4,0,0,0,0,0
gene-lmf1|lmf1,458,474,578,386,441,516,632,651
gene-LOC109626784|LOC109626784,130,101,88,76,139,101,113,105
gene-gdf10|gdf10,4,5,314,22,122,0,66,10
gene-LOC109626848|LOC109626848,65,69,61,66,54,86,64,62
gene-trnar-ccu-2|trnar-ccu,0,0,0,0,0,0,0,0
gene-trnam-cau-2|trnam-cau,0,0,0,0,0,0,0,0
gene-trnam-cau-3|trnam-cau,0,0,0,0,0,0,0,0
gene-trnar-ccu-3|trnar-ccu,0,0,0,0,0,0,0,0
gene-LOC109627170|LOC109627170,94,169,155,90,163,165,156,120
gene-LOC109626988|LOC109626988,601,460,525,332,582,447,485,565
gene-LOC109626982|LOC109626982,0,0,0,0,0,0,0,0
gene-trnaq-cug-3|trnaq-cug,0,0,0,0,0,0,0,0
gene-LOC109626981|LOC109626981,0,0,0,0,0,0,0,0
gene-cunh10orf71|cunh10orf71,0,0,0,0,0,0,0,0
gene-LOC109626877|LOC109626877,11,6,9,6,0,5,15,0
gene-LOC109626878|LOC109626878,232,169,210,151,177,192,166,193
gene-LOC109626980|LOC109626980,46,107,53,90,58,41,47,44
gene-LOC109626662|LOC109626662,9,13,17,6,16,8,19,29
gene-LOC109626840|LOC109626840,13,0,0,0,0,7,0,0
gene-mms19|mms19,327,262,388,265,388,265,311,323
gene-LOC109626822|LOC109626822,170,126,337,135,250,157,171,236
gene-LOC109626623|LOC109626623,123,78,796,59,256,124,287,160
gene-LOC109626596|LOC109626596,193,120,328,61,194,173,352,570
gene-xrcc6|xrcc6,275,237,259,73,251,197,330,265
gene-josd1|josd1,100,111,251,96,115,120,155,195
gene-LOC109626660|LOC109626660,8,10,6,0,0,7,0,0
gene-cunh16orf62|cunh16orf62,273,234,435,215,289,270,373,550
gene-get4|get4,812,515,665,258,998,518,404,444
gene-LOC109626819|LOC109626819,622,476,707,313,637,582,659,915
gene-LOC109626698|LOC109626698,5,0,0,0,0,0,0,0
gene-LOC109626906|LOC109626906,494,495,617,1010,506,542,559,684
gene-cpped1|cpped1,679,548,926,378,662,571,862,1206
gene-LOC109626663|LOC109626663,5,0,3,0,0,0,0,0
gene-LOC109626607|LOC109626607,28,19,74,9,45,20,28,51
gene-trnas-cga|trnas-cga,0,0,0,0,1,0,0,0
gene-trnas-cga-2|trnas-cga,0,0,0,0,0,0,0,0
gene-trnai-uau-4|trnai-uau,0,0,0,0,0,0,0,0
gene-LOC109626762|LOC109626762,0,0,0,2,0,3,0,0
gene-LOC109626797|LOC109626797,164,102,82,65,69,139,62,73
gene-lcmt1|lcmt1,204,214,194,168,222,218,217,143
gene-LOC109626702|LOC109626702,0,0,0,0,0,0,8,8
gene-meiob|meiob,0,0,0,0,0,0,0,0
gene-arhgap17|arhgap17,1315,1207,1433,799,1099,1326,1433,2356
gene-pgp|pgp,60,63,125,26,168,39,74,92
gene-LOC109627011|LOC109627011,12,13,10,20,23,8,20,22
gene-mlst8|mlst8,211,186,258,131,265,149,153,245
gene-LOC109626796|LOC109626796,0,0,18,0,11,0,7,0
gene-neurl2|neurl2,25,24,138,73,166,54,191,220
gene-LOC109627096|LOC109627096,5,0,229,5,74,0,185,14
gene-LOC109626643|LOC109626643,1440,1376,1210,440,1421,1683,2022,1415
gene-gid4|gid4,237,149,359,230,268,161,262,366
gene-atpaf2|atpaf2,376,363,529,310,407,382,433,557
gene-LOC109626750|LOC109626750,116,88,103,23,123,56,80,154
gene-LOC109626751|LOC109626751,0,0,6,0,0,0,0,0
gene-LOC109626749|LOC109626749,749,774,843,240,778,811,946,1190
gene-LOC109626894|LOC109626894,0,0,0,4,0,0,0,0
gene-LOC109626895|LOC109626895,0,0,0,0,0,0,0,0
gene-trnar-ccu-4|trnar-ccu,0,0,0,0,0,0,0,0
gene-dmc1|dmc1,0,0,0,0,0,7,0,0
gene-LOC109626670|LOC109626670,0,0,0,0,0,0,0,0
gene-LOC109627073|LOC109627073,316,229,281,205,309,279,293,261
gene-LOC109626829|LOC109626829,0,0,0,4,0,0,0,0
gene-ubald1|ubald1,675,627,707,396,621,675,841,965
gene-LOC109626856|LOC109626856,0,0,0,0,2,0,0,0
gene-LOC109626699|LOC109626699,22,0,0,0,0,7,0,0
gene-LOC109626753|LOC109626753,101,140,244,150,268,108,139,276
gene-LOC109626754|LOC109626754,1867,1383,1440,900,1481,1442,1006,842
gene-phf5a|phf5a,66,37,136,21,82,37,41,107
gene-aco2|aco2,1308,1037,1359,755,1387,855,837,723
gene-csdc2|csdc2,79,71,119,490,78,80,145,373
gene-LOC109626896|LOC109626896,2437,1923,1906,695,1865,2916,2967,2177
gene-cby1|cby1,20,33,70,43,22,30,51,123
gene-LOC109627106|LOC109627106,1010,856,2103,989,1500,1158,1219,2085
gene-LOC109627059|LOC109627059,72,78,119,30,102,71,82,56
gene-LOC109627060|LOC109627060,1419,931,904,500,1396,1406,1760,1104
gene-LOC109627051|LOC109627051,37,37,80,21,45,73,176,190
gene-LOC109626700|LOC109626700,53,42,77,30,67,55,61,68
gene-LOC109626907|LOC109626907,404,311,490,216,395,386,444,440
gene-LOC109626605|LOC109626605,120,51,108,121,125,56,114,325
gene-tomm22|tomm22,226,172,510,242,325,146,280,399
gene-gspt1|gspt1,1749,1546,1918,1328,2097,1876,2806,4127
gene-rsl1d1|rsl1d1,726,558,923,908,1140,752,665,769
gene-LOC109627021|LOC109627021,478,438,608,427,404,491,598,642
gene-snx29|snx29,184,252,398,198,195,196,205,230
gene-ercc4|ercc4,41,45,99,15,46,32,41,71
gene-LOC109627001|LOC109627001,1433,1183,1546,1362,1305,1295,1266,1133
gene-LOC109626773|LOC109626773,61,73,39,23,50,51,37,27
gene-mpp2|mpp2,25,35,10,12,11,15,33,27
gene-LOC109627082|LOC109627082,12,26,0,0,0,0,38,0
gene-tut1|tut1,33,10,0,0,42,0,27,17
gene-mki67|mki67,12,16,62,0,94,24,63,25
gene-gjd3|gjd3,0,0,0,0,0,0,0,0
gene-top2a|top2a,0,19,62,0,29,10,51,26
gene-LOC109626803|LOC109626803,13,18,30,10,11,48,39,25
gene-med24|med24,432,305,207,158,308,282,261,202
gene-LOC109627044|LOC109627044,0,0,0,0,0,0,0,0
gene-dcun1d3|dcun1d3,175,130,296,180,176,179,176,210
gene-kiaa0556|kiaa0556,119,86,48,47,64,75,50,55
gene-fam234a|fam234a,1151,1389,2658,2492,1563,1378,2037,3962
gene-luc7l|luc7l,370,333,663,503,360,380,589,801
gene-LOC109626806|LOC109626806,3,0,0,2,9,0,4,0
gene-LOC109627070|LOC109627070,659,782,1375,1051,842,623,1044,1806
gene-LOC109626999|LOC109626999,53,45,50,49,50,55,31,19
gene-trrap|trrap,282,280,355,302,275,284,222,307
gene-LOC109626826|LOC109626826,0,0,0,0,0,0,0,0
gene-tmem130|tmem130,0,0,0,0,0,0,0,0
gene-LOC109627014|LOC109627014,90,100,62,23,85,53,54,41
gene-LOC109626837|LOC109626837,0,0,0,4,0,3,0,0
gene-LOC109627053|LOC109627053,0,0,0,0,0,0,0,0
gene-LOC109626759|LOC109626759,0,0,0,0,0,0,0,0
gene-LOC109626703|LOC109626703,0,0,0,0,0,0,0,0
gene-ccz1|ccz1,164,124,189,64,267,124,144,170
gene-dlgap5|dlgap5,8,0,22,0,26,17,17,6
gene-rsph10b|rsph10b,0,0,0,0,0,0,0,0
gene-ankrd61|ankrd61,22,15,35,1,21,24,21,14
gene-usp42|usp42,142,184,292,190,143,117,109,210
gene-LOC109626839|LOC109626839,0,0,0,0,0,0,3,0
gene-LOC109627178|LOC109627178,0,8,19,0,14,4,15,3
gene-trnai-uau-6|trnai-uau,0,0,0,0,0,0,0,0
gene-fscn2|fscn2,0,0,0,0,0,0,0,0
gene-slc38a10|slc38a10,1196,1149,850,485,924,774,701,639
gene-amz2|amz2,75,97,112,68,70,108,163,361
gene-LOC109626779|LOC109626779,15,20,10,6,16,12,10,0
gene-LOC109626780|LOC109626780,0,0,0,0,0,0,0,0
gene-LOC109626898|LOC109626898,70,112,128,123,146,127,116,130
gene-LOC109627174|LOC109627174,199,135,234,173,167,160,226,180
gene-dlx3|dlx3,0,0,0,0,0,0,0,0
gene-LOC109627150|LOC109627150,1128,1199,1424,956,1069,951,1086,1531
gene-LOC109626585|LOC109626585,455,380,722,1516,377,355,499,618
gene-bhlha15|bhlha15,702,544,475,400,574,341,306,661
gene-LOC109627054|LOC109627054,24,45,13,69,41,33,12,7
gene-pms2|pms2,117,91,195,62,124,67,103,114
gene-eif2ak1|eif2ak1,189,111,258,110,154,112,170,233
gene-cyth3|cyth3,15,42,35,16,29,35,33,33
gene-rac1|rac1,594,522,663,699,483,453,496,752
gene-crym|crym,3685,2595,3760,2918,3554,4310,2854,921
gene-snu13|snu13,324,168,317,140,408,111,156,210
gene-LOC109627172|LOC109627172,2132,1645,2073,1733,1819,1421,1608,1852
gene-LOC109626787|LOC109626787,9,13,16,0,11,4,11,4
gene-faap100|faap100,68,18,16,0,31,30,9,7
gene-bahcc1|bahcc1,71,66,64,47,109,95,82,95
gene-ndufaf8|ndufaf8,11,11,14,9,25,19,0,25
gene-tepsin|tepsin,167,160,170,78,165,153,197,130
gene-fam104a|fam104a,117,100,179,120,118,104,134,185
gene-LOC109626863|LOC109626863,4968,5393,4765,2946,5189,2634,3397,7983
gene-arsg|arsg,2558,2349,2259,1666,2198,1887,1608,2073
gene-wipi1|wipi1,3058,2507,2393,1765,2255,1513,1815,2204
gene-prkar1a|prkar1a,600,597,909,820,464,601,816,1162
gene-fam20a|fam20a,1311,1494,1406,808,1217,1484,2300,2253
gene-aarsd1|aarsd1,267,223,160,72,211,187,147,199
gene-LOC109626900|LOC109626900,4,9,13,98,13,12,44,15
gene-LOC109626768|LOC109626768,2,0,0,0,0,4,0,0
gene-itga3|itga3,26,27,28,23,23,30,28,16
gene-ace|ace,9,0,0,12,0,6,9,0
gene-rdh13|rdh13,124,99,156,95,116,75,103,140
gene-decr2|decr2,742,621,387,298,469,487,462,431
gene-rab11fip3|rab11fip3,190,206,362,360,179,260,330,341
gene-telo2|telo2,154,122,99,34,195,117,82,110
gene-metrn|metrn,25,47,31,20,24,55,42,38
gene-ift140|ift140,33,48,49,35,22,25,27,30
gene-tmem204|tmem204,303,261,382,195,328,266,347,458
gene-LOC109626710|LOC109626710,154,114,129,71,117,115,142,205
gene-LOC109627166|LOC109627166,176,224,359,124,334,231,271,332
gene-LOC109626849|LOC109626849,0,4,0,11,0,0,6,17
gene-LOC109626788|LOC109626788,0,0,4,20,8,0,5,11
gene-LOC109627140|LOC109627140,0,0,0,0,0,0,0,0
gene-LOC109626656|LOC109626656,7,13,9,12,0,25,18,37
gene-LOC109626707|LOC109626707,0,0,0,3,0,0,0,0
gene-LOC109626893|LOC109626893,79,82,53,53,99,35,61,59
gene-LOC109626891|LOC109626891,229,314,351,264,276,291,382,485
gene-LOC109626809|LOC109626809,0,0,0,0,0,0,0,0
gene-LOC109627108|LOC109627108,0,11,5,0,0,15,8,0
gene-pdpk1|pdpk1,1131,803,1227,769,1043,1013,1132,1859
gene-LOC109626671|LOC109626671,0,4,2,0,3,0,2,4
gene-anks3|anks3,101,64,95,30,77,75,86,73
gene-wdr24|wdr24,188,163,222,94,175,169,185,259
gene-rhbdl1|rhbdl1,0,0,0,0,0,0,0,0
gene-LOC109626835|LOC109626835,0,0,0,0,0,0,0,0
gene-LOC109627078|LOC109627078,0,0,0,9,0,0,0,0
gene-LOC109626657|LOC109626657,473,414,449,249,398,417,586,860
gene-tnfrsf12a|tnfrsf12a,29,20,102,107,44,16,37,43
gene-rnf40|rnf40,323,298,380,134,337,321,411,408
gene-phkg2|phkg2,399,265,335,131,340,256,324,259
gene-ccdc189|ccdc189,6,13,0,0,8,7,9,6
gene-ube2i|ube2i,626,553,940,709,603,485,682,940
gene-LOC109626883|LOC109626883,109,83,155,1468,159,85,117,143
gene-tsr3|tsr3,618,554,411,352,598,500,505,406
gene-gnptg|gnptg,118,131,240,120,135,112,197,332
gene-cunh7orf50|cunh7orf50,105,99,109,71,124,68,46,98
gene-cunh16orf91|cunh16orf91,45,21,66,25,61,33,54,73
gene-LOC109626966|LOC109626966,570,444,1198,903,623,600,953,1384
gene-cunh8orf33|cunh8orf33,97,51,84,54,71,84,71,105
gene-LOC109627089|LOC109627089,41,26,51,37,40,36,60,27
gene-LOC109627154|LOC109627154,652,829,853,212,724,488,790,614
gene-LOC109627057|LOC109627057,471,466,618,391,559,403,513,892
gene-wdr90|wdr90,18,28,27,5,12,13,8,0
gene-nlrc3|nlrc3,46,47,35,22,18,23,8,6
gene-LOC109627103|LOC109627103,45,47,277,48,250,58,70,56
gene-LOC109626651|LOC109626651,38,29,43,17,45,26,40,19
gene-LOC109626918|LOC109626918,1450,1347,1430,742,1162,1488,1626,2014
gene-LOC109627085|LOC109627085,710,691,570,543,611,412,388,327
gene-tbc1d24|tbc1d24,89,59,91,42,85,59,93,78
gene-eme2|eme2,25,11,17,0,14,12,22,31
gene-LOC109626942|LOC109626942,30,28,49,24,24,55,86,113
gene-nubp2|nubp2,208,149,419,161,293,160,228,294
gene-LOC109626944|LOC109626944,1699,1441,4535,1312,3133,1603,1967,1809
gene-LOC109626641|LOC109626641,3,0,6,10,0,0,2,0
gene-LOC109627023|LOC109627023,0,4,0,0,0,0,0,6
gene-LOC109627117|LOC109627117,0,0,0,0,3,0,0,4
gene-rexo4|rexo4,281,237,252,79,346,217,225,296
gene-LOC109626711|LOC109626711,0,0,6,3,14,6,0,0
gene-LOC109626658|LOC109626658,0,0,0,11,0,0,0,0
gene-LOC109626654|LOC109626654,0,0,0,15,0,0,0,10
gene-LOC109626655|LOC109626655,0,5,2,2,0,7,0,3
gene-LOC109626712|LOC109626712,0,0,0,0,0,0,3,3
gene-LOC109627020|LOC109627020,526,498,568,315,445,372,469,442
gene-cog7|cog7,580,581,801,297,769,664,975,1441
gene-LOC109627135|LOC109627135,63,34,107,24,89,41,58,106
gene-LOC109626718|LOC109626718,0,4,0,0,0,0,3,0
gene-LOC109627034|LOC109627034,663,511,667,396,534,490,533,387
gene-LOC109626912|LOC109626912,51,34,151,21,78,63,60,38
gene-LOC109627169|LOC109627169,172,75,132,68,151,110,129,149
gene-LOC109626791|LOC109626791,0,0,0,0,0,0,0,0
gene-dnaaf3|dnaaf3,0,0,0,0,3,0,0,0
gene-tnnt1|tnnt1,0,0,0,0,0,0,0,0
gene-LOC109627162|LOC109627162,23,14,5,11,19,19,12,25
gene-LOC109626844|LOC109626844,0,0,0,0,0,0,0,0
gene-LOC109627144|LOC109627144,18,20,65,13,154,22,57,58
gene-pigp|pigp,62,29,85,39,89,37,90,110
gene-LOC109626914|LOC109626914,38,46,107,61,37,42,48,131
gene-LOC109626920|LOC109626920,785,766,727,472,648,595,503,425
gene-LOC109627146|LOC109627146,22,0,11,0,0,0,0,0
gene-LOC109627087|LOC109627087,1371,1472,1048,1031,1019,774,733,327
gene-chst15|chst15,7,9,6,0,17,9,15,0
gene-cpxm2|cpxm2,7,3,3,6,0,0,7,0
gene-LOC109626648|LOC109626648,85,117,67,431,94,73,97,161
gene-bub3|bub3,175,155,169,88,208,168,189,250
gene-LOC109626665|LOC109626665,0,0,0,0,0,0,0,0
gene-dhx32|dhx32,0,0,0,0,0,0,0,0
gene-mmp21|mmp21,0,0,0,0,0,0,0,0
gene-LOC109627143|LOC109627143,12,19,27,18,21,27,23,21
gene-bccip|bccip,847,697,1048,829,866,723,740,1097
gene-uros|uros,120,118,100,60,103,87,105,109
gene-LOC109626589|LOC109626589,178,124,168,94,132,146,148,147
gene-zranb1|zranb1,1104,751,827,490,820,781,915,1108
gene-hpdl|hpdl,44,37,65,33,62,14,14,25
gene-fam53b|fam53b,679,514,456,194,744,606,531,338
gene-lhpp|lhpp,491,398,300,339,475,469,527,239
gene-oat|oat,3171,2365,3759,2931,3229,2718,3730,8491
gene-LOC109626719|LOC109626719,0,0,0,0,0,0,0,0
gene-LOC109626645|LOC109626645,15,10,13,9,4,8,10,0
gene-LOC109627149|LOC109627149,0,3,5,10,5,0,4,0
gene-LOC109626720|LOC109626720,0,3,11,7,4,0,0,9
gene-LOC109626646|LOC109626646,0,0,0,34,0,0,0,0
gene-LOC109626924|LOC109626924,437,410,730,520,527,501,690,947
gene-trnai-uau-7|trnai-uau,0,0,0,0,0,0,0,0
gene-LOC109626936|LOC109626936,1088,648,773,510,981,826,752,800
gene-LOC109627163|LOC109627163,0,0,0,0,0,0,0,0
gene-LOC109627041|LOC109627041,0,12,11,3,6,18,29,46
gene-LOC109626950|LOC109626950,0,0,0,0,0,0,3,0
gene-LOC109626951|LOC109626951,0,0,0,0,0,0,0,0
gene-entpd1|entpd1,439,472,493,315,278,353,494,447
gene-LOC109627090|LOC109627090,104,107,278,59,288,109,190,109
gene-foxi2|foxi2,0,0,0,0,0,0,0,0
gene-dock1|dock1,453,467,471,293,409,398,374,288
gene-fam196a|fam196a,0,0,0,0,0,0,0,0
gene-LOC109626910|LOC109626910,7,6,6,7,8,5,0,0
gene-LOC109626909|LOC109626909,68865,56671,50100,36131,48270,53654,57032,45072
gene-LOC109627017|LOC109627017,185,252,198,158,143,113,121,117
gene-LOC109627072|LOC109627072,179,144,243,90,212,169,187,243
gene-LOC109626938|LOC109626938,10,7,0,11,8,7,3,0
gene-LOC109627042|LOC109627042,5,8,0,0,7,12,20,41
gene-chac2|chac2,31,16,97,0,37,48,74,101
gene-LOC109626953|LOC109626953,5,7,5,8,6,0,3,3
gene-LOC109627124|LOC109627124,28,23,48,39,30,19,37,64
gene-LOC109626756|LOC109626756,0,0,0,0,3,0,3,0
gene-LOC109626721|LOC109626721,0,0,0,0,0,0,5,0
gene-LOC109627180|LOC109627180,224,232,274,85,189,193,256,258
gene-LOC109626669|LOC109626669,0,0,0,0,0,0,0,0
gene-LOC109626812|LOC109626812,0,0,0,0,0,0,0,0
gene-lrit2|lrit2,0,0,0,0,0,0,0,0
gene-LOC109626816|LOC109626816,0,0,4,10,0,0,0,4
gene-LOC109627111|LOC109627111,0,0,0,0,0,0,0,0
gene-LOC109627112|LOC109627112,0,0,0,0,0,0,0,0
gene-ascc1|ascc1,162,185,300,212,214,144,191,360
gene-spock2|spock2,6,11,22,18,5,20,16,34
gene-LOC109626853|LOC109626853,0,0,0,0,0,0,0,0
gene-lrrc20|lrrc20,15,21,37,10,29,14,35,45
gene-nodal|nodal,0,0,7,0,3,2,0,5
gene-pald1|pald1,30,13,14,22,33,27,35,32
gene-acadsb|acadsb,319,209,341,209,297,259,221,306
gene-pstk|pstk,206,191,286,206,176,168,210,322
gene-LOC109626765|LOC109626765,565,582,376,457,420,595,539,709
gene-lrit1|lrit1,2,0,0,0,0,0,0,0
gene-ghitm|ghitm,1241,1095,2197,2738,1248,1010,1467,3508
gene-chst3|chst3,37,20,55,51,26,39,48,98
gene-fbxl15|fbxl15,103,87,49,24,93,65,64,90
gene-LOC109626818|LOC109626818,3,0,0,0,0,0,8,5
gene-ndufb8|ndufb8,633,529,780,548,513,520,611,791
gene-LOC109626989|LOC109626989,421,364,490,250,415,345,440,518
gene-LOC109626584|LOC109626584,2081,1751,1608,2229,2090,1695,2046,2020
gene-dnajb12|dnajb12,7,9,19,11,7,8,0,50
gene-ddit4|ddit4,878,1956,3503,12879,375,523,1176,3532
gene-anapc16|anapc16,383,316,576,330,365,319,377,671
gene-LOC109626615|LOC109626615,106,86,87,69,64,51,65,79
gene-LOC109626805|LOC109626805,0,0,0,0,0,0,0,0
gene-tbata|tbata,0,0,0,0,0,0,0,0
gene-qrfpr|qrfpr,0,0,0,0,0,0,0,0
gene-LOC109627012|LOC109627012,166,130,139,91,145,140,149,117
gene-adamts14|adamts14,21,25,24,9,25,19,27,15
gene-polr3a|polr3a,178,162,300,92,321,204,255,344
gene-LOC109627093|LOC109627093,229,170,411,206,296,239,252,258
gene-LOC109627092|LOC109627092,20,11,45,4,27,23,15,13
gene-LOC109626993|LOC109626993,5637,4460,5497,3782,5149,4134,4151,3709
gene-LOC109626926|LOC109626926,403,416,606,386,432,402,416,557
gene-kat6b|kat6b,491,499,472,334,399,464,456,534
gene-LOC109626876|LOC109626876,0,0,0,0,0,0,0,0
gene-LOC109626875|LOC109626875,15,12,25,0,11,29,0,17
gene-LOC109626870|LOC109626870,13,21,34,31,17,17,42,75
gene-LOC109626874|LOC109626874,1996,1546,1091,871,996,1369,1185,580
gene-LOC109626872|LOC109626872,486,327,1101,308,630,366,617,469
gene-LOC109626871|LOC109626871,284,269,1432,463,707,323,677,1856
gene-LOC109626722|LOC109626722,174,112,116,52,97,89,101,137
gene-LOC109626880|LOC109626880,61,52,93,53,77,58,80,96
gene-LOC109626802|LOC109626802,0,0,0,0,0,0,0,0
gene-vti1a|vti1a,78,89,128,82,89,62,118,179
gene-tcf7l2|tcf7l2,300,264,230,327,233,242,357,368
gene-LOC109626775|LOC109626775,0,0,0,0,0,0,0,0
gene-LOC109626763|LOC109626763,0,0,0,0,0,0,0,0
gene-LOC109626590|LOC109626590,29,36,381,82,88,29,160,270
gene-pnmt|pnmt,0,0,0,0,0,0,0,0
gene-LOC109626610|LOC109626610,3,0,0,0,0,0,0,0
gene-LOC109626639|LOC109626639,0,5,4,7,0,0,0,5
gene-LOC109626945|LOC109626945,0,0,0,0,0,0,0,0
gene-LOC109626859|LOC109626859,137,128,115,82,135,100,135,123
gene-LOC109626861|LOC109626861,35,16,21,19,17,15,31,35
gene-LOC109626858|LOC109626858,12,11,25,19,38,38,45,53
gene-LOC109627062|LOC109627062,0,0,0,0,0,0,0,0
gene-rnd2|rnd2,0,0,7,17,11,0,0,72
gene-LOC109626939|LOC109626939,600,349,469,390,530,547,597,651
gene-itgb3|itgb3,6,7,6,4,0,0,0,15
gene-LOC109626941|LOC109626941,624,511,733,376,610,626,880,1053
gene-tdrd1|tdrd1,0,0,0,0,0,0,0,0
gene-vwa2|vwa2,0,0,5,4,0,0,0,0
gene-LOC109626881|LOC109626881,28,61,58,62,35,29,35,61
gene-vcl|vcl,398,437,412,314,355,318,311,281
gene-dcakd|dcakd,432,406,467,288,396,378,447,725
gene-LOC109626723|LOC109626723,8,14,14,7,14,4,17,12
gene-LOC109626962|LOC109626962,32,37,73,20,20,31,56,74
gene-coasy|coasy,343,354,452,417,260,366,356,613
gene-zdhhc6|zdhhc6,166,206,252,140,283,197,268,358
gene-LOC109626602|LOC109626602,4,4,7,10,5,6,4,7
gene-LOC109626601|LOC109626601,9,0,0,0,0,0,0,0
gene-med1|med1,338,283,361,233,367,301,341,407
gene-LOC109626757|LOC109626757,4383,3514,3862,3850,3939,3334,3742,4886
gene-gpam|gpam,382,217,351,271,576,156,168,184
gene-LOC109626724|LOC109626724,2,0,4,10,0,0,5,0
