gene_id,SRR13308380,SRR13308381,SRR13308382,SRR13308383,SRR13308392
gene-LOC109633196|LOC109633196,15,21,24,14,19
gene-dnajb6|dnajb6,68,73,196,352,97
gene-ube3c|ube3c,1287,987,1125,2187,904
gene-rnf32|rnf32,8,0,0,0,0
gene-mnx1|mnx1,17,21,23,20,17
gene-nom1|nom1,134,95,151,71,139
gene-lmbr1|lmbr1,461,408,336,192,331
gene-rbm33|rbm33,643,361,529,559,310
gene-insig1|insig1,341,274,538,696,327
gene-LOC109629558|LOC109629558,13,0,11,0,0
gene-LOC109629880|LOC109629880,116,55,111,60,105
gene-otud1|otud1,84,96,96,130,61
gene-kiaa1217|kiaa1217,361,284,282,225,330
gene-zfand1|zfand1,171,75,184,87,146
gene-nsun6|nsun6,246,248,154,137,145
gene-maf1|maf1,1539,1019,902,669,1065
gene-LOC109629690|LOC109629690,350,271,237,182,335
gene-cacnb2|cacnb2,9,0,0,49,18
gene-tmem236|tmem236,0,0,5,0,0
gene-mrc1|mrc1,14,27,0,0,26
gene-hacd1|hacd1,52,23,73,12,20
gene-colec12|colec12,126,68,118,53,29
gene-tyms|tyms,29,26,50,43,77
gene-enosf1|enosf1,265,256,444,208,320
gene-adcyap1|adcyap1,0,0,0,0,0
gene-LOC109629624|LOC109629624,0,0,0,0,3
gene-mettl4|mettl4,26,49,71,55,67
gene-smchd1|smchd1,174,174,211,133,222
gene-emilin2|emilin2,10,10,7,13,6
gene-lpin2|lpin2,0,0,82,0,12
gene-myom1|myom1,0,5,13,24,0
gene-LOC109629806|LOC109629806,3890,3486,5218,3389,4600
gene-LOC109629465|LOC109629465,74,66,142,103,90
gene-LOC109629570|LOC109629570,803,738,1227,1220,746
gene-LOC109629590|LOC109629590,3,0,0,0,0
gene-LOC109629863|LOC109629863,66,63,69,56,52
gene-lypla1|lypla1,588,394,398,449,498
gene-mrpl15|mrpl15,361,261,291,200,253
gene-LOC109629506|LOC109629506,69,66,88,44,81
gene-LOC109629711|LOC109629711,627,565,507,202,693
gene-pou6f2|pou6f2,0,0,0,0,0
gene-vps41|vps41,310,279,399,108,358
gene-yae1d1|yae1d1,237,159,365,241,166
gene-LOC109629843|LOC109629843,782,585,1325,418,648
gene-ankh|ankh,412,334,442,314,292
gene-LOC109629886|LOC109629886,0,0,0,0,0
gene-myc|myc,122,60,81,167,50
gene-LOC109629900|LOC109629900,209,177,380,201,330
gene-asap1|asap1,287,253,420,295,255
gene-nfx1|nfx1,509,441,505,278,559
gene-smarcd3|smarcd3,3276,3424,2110,2878,2764
gene-chpf2|chpf2,251,372,446,265,297
gene-LOC109629562|LOC109629562,297,382,1319,516,573
gene-LOC109629774|LOC109629774,823,632,591,553,800
gene-puf60|puf60,1494,1376,1718,1198,1258
gene-LOC109629563|LOC109629563,446,322,393,229,477
gene-LOC109629582|LOC109629582,33,32,33,9,63
gene-kif9|kif9,62,47,56,17,64
gene-cdv3|cdv3,4780,3543,5137,3319,5449
gene-tmem108|tmem108,738,937,816,453,493
gene-trnar-ccg-3|trnar-ccg,0,0,0,0,0
gene-topbp1|topbp1,119,91,186,12,138
gene-dnajc13|dnajc13,1266,1172,1771,653,1318
gene-lztfl1|lztfl1,39,48,35,18,15
gene-LOC109629621|LOC109629621,0,5,50,0,8
gene-LOC109629564|LOC109629564,5,11,36,7,26
gene-LOC109629566|LOC109629566,59,96,173,68,171
gene-prpf4b|prpf4b,343,254,402,210,331
gene-pxdc1|pxdc1,2048,1774,2066,1486,1808
gene-tmx3|tmx3,592,634,1074,513,935
gene-dsel|dsel,47,84,71,17,113
gene-LOC109629567|LOC109629567,0,0,0,0,2
gene-LOC109629594|LOC109629594,24,13,89,72,107
gene-LOC109629891|LOC109629891,157,156,341,213,257
gene-LOC109629467|LOC109629467,157,66,86,37,136
gene-LOC109629470|LOC109629470,0,4,8,0,0
gene-LOC109629468|LOC109629468,0,0,819,483,58
gene-LOC109629469|LOC109629469,652,544,559,542,500
gene-LOC109629646|LOC109629646,26,36,56,17,39
gene-fbxl7|fbxl7,53,49,162,29,51
gene-LOC109629648|LOC109629648,467,426,748,180,481
gene-cdk13|cdk13,473,387,644,342,473
gene-nf1|nf1,711,876,1099,866,803
gene-LOC109630021|LOC109630021,0,0,0,0,0
gene-LOC109630232|LOC109630232,2739,1490,1720,875,2910
gene-LOC109630022|LOC109630022,0,6,0,2,8
gene-nlrx1|nlrx1,934,738,1150,451,1104
gene-fat3|fat3,199,179,187,135,209
gene-tpst1|tpst1,567,463,460,490,407
gene-LOC109630025|LOC109630025,1046,1628,1830,550,1216
gene-tnfaip1|tnfaip1,341,261,389,281,349
gene-ift20|ift20,357,388,785,418,496
gene-lyrm9|lyrm9,25,19,63,36,80
gene-ngef|ngef,590,467,593,663,397
gene-mrps23|mrps23,442,324,568,461,320
gene-LOC109630001|LOC109630001,42,38,22,34,16
gene-vezf1|vezf1,307,290,338,246,285
gene-LOC109630027|LOC109630027,536,703,925,577,771
gene-sptbn4|sptbn4,11,12,10,8,0
gene-blvrb|blvrb,648,624,661,466,541
gene-LOC109630433|LOC109630433,15,11,37,8,42
gene-LOC109630414|LOC109630414,633,766,607,549,556
gene-LOC109630435|LOC109630435,20,17,19,13,0
gene-LOC109630028|LOC109630028,91,83,99,6,78
gene-LOC109630164|LOC109630164,0,16,17,15,11
gene-pld3|pld3,395,368,1006,283,719
gene-LOC109630386|LOC109630386,32,33,89,26,62
gene-LOC109630377|LOC109630377,3457,5139,3549,4467,2131
gene-LOC109630277|LOC109630277,669,574,708,399,594
gene-LOC109630278|LOC109630278,263,260,497,351,381
gene-LOC109630240|LOC109630240,140,138,74,32,123
gene-gpr4|gpr4,22,15,64,7,73
gene-LOC109630355|LOC109630355,230,193,228,200,363
gene-rhbdd1|rhbdd1,131,125,508,172,253
gene-tyw1|tyw1,687,861,760,447,587
gene-sbds|sbds,642,458,347,324,492
gene-LOC109630292|LOC109630292,10,13,12,5,21
gene-LOC109630200|LOC109630200,0,0,0,0,0
gene-LOC109630199|LOC109630199,0,0,3,0,0
gene-LOC109630202|LOC109630202,0,0,7,0,3
gene-LOC109630198|LOC109630198,0,0,0,0,0
gene-LOC109630201|LOC109630201,0,0,3,3,0
gene-LOC109630203|LOC109630203,51,99,71,31,80
gene-LOC109630427|LOC109630427,990,810,440,209,931
gene-LOC109630440|LOC109630440,119,203,98,64,195
gene-LOC109629988|LOC109629988,123,61,127,62,139
gene-ppp5c|ppp5c,147,146,373,111,349
gene-thyn1|thyn1,65,37,44,19,59
gene-LOC109630289|LOC109630289,0,12,0,5,5
gene-LOC109630328|LOC109630328,178,152,165,65,199
gene-LOC109630020|LOC109630020,26,18,15,19,25
gene-LOC109629954|LOC109629954,204,219,538,435,302
gene-LOC109630029|LOC109630029,23,16,10,8,35
gene-LOC109630030|LOC109630030,0,0,0,0,0
gene-urb1|urb1,620,411,300,167,510
gene-LOC109630413|LOC109630413,194,198,453,247,195
gene-tiam1|tiam1,59,57,21,34,60
gene-LOC109630180|LOC109630180,5,0,0,0,3
gene-LOC109629952|LOC109629952,3,0,2,0,5
gene-LOC109630144|LOC109630144,3,3,0,0,3
gene-LOC109630099|LOC109630099,0,0,0,0,0
gene-usp16|usp16,285,275,503,266,406
gene-LOC109630244|LOC109630244,254,201,347,84,268
gene-rwdd2b|rwdd2b,32,0,22,14,82
gene-gbe1|gbe1,5637,4482,5190,3826,5001
gene-LOC109630384|LOC109630384,166,127,471,156,263
gene-LOC109630392|LOC109630392,468,1041,441,2645,455
gene-cog6|cog6,258,183,335,153,240
gene-lhfp|lhfp,37,63,64,44,46
gene-nek3|nek3,61,63,47,15,77
gene-LOC109630429|LOC109630429,174,310,276,250,242
gene-rcbtb2|rcbtb2,1773,1624,1721,948,1190
gene-fndc3a|fndc3a,1799,1961,2825,2330,1824
gene-LOC109630117|LOC109630117,87,111,186,90,162
gene-cunh3orf52|cunh3orf52,207,354,624,521,289
gene-rab30|rab30,107,92,72,26,55
gene-LOC109630330|LOC109630330,43393,68499,37957,34587,36258
gene-LOC109630331|LOC109630331,2942,2416,2379,2071,2189
gene-prcp|prcp,682,682,1344,579,982
gene-tenm4|tenm4,20,8,22,13,12
gene-nars2|nars2,55,74,53,18,84
gene-LOC109630387|LOC109630387,0,15,13,8,14
gene-LOC109630388|LOC109630388,51,35,45,40,37
gene-maml2|maml2,108,91,134,93,141
gene-yap1|yap1,220,152,152,169,116
gene-cep126|cep126,0,0,0,0,0
gene-arhgap42|arhgap42,161,180,195,115,143
gene-fbxo40|fbxo40,34,91,128,77,72
gene-ttc36|ttc36,2348,1702,1862,1483,2294
gene-LOC109630034|LOC109630034,39,70,50,49,46
gene-LOC109630341|LOC109630341,395,486,265,265,275
gene-ddx6|ddx6,1645,1434,1955,1311,1744
gene-treh|treh,10,0,0,0,0
gene-cxcr5|cxcr5,12,13,14,9,23
gene-bcl9l|bcl9l,995,1306,1485,1048,1074
gene-LOC109630035|LOC109630035,52,42,28,24,42
gene-prdm10|prdm10,209,187,122,57,187
gene-aplp2|aplp2,957,1079,1134,929,1166
gene-st14|st14,24,30,10,0,0
gene-dhx34|dhx34,87,62,82,26,93
gene-psmd8|psmd8,500,351,1038,401,796
gene-nup88|nup88,219,224,369,197,254
gene-ehd2|ehd2,357,556,344,279,472
gene-gltscr1|gltscr1,511,401,357,233,416
gene-napa|napa,952,929,1541,783,1240
gene-bckdha|bckdha,1440,1104,1425,1059,1472
gene-exosc5|exosc5,268,248,484,320,467
gene-tmem91|tmem91,0,0,0,8,0
gene-ppp1r13l|ppp1r13l,6781,5592,3754,2179,6433
gene-opa3|opa3,47,33,125,26,76
gene-hnrnpul1|hnrnpul1,2003,1820,1904,1263,1620
gene-LOC109630234|LOC109630234,63,29,81,0,123
gene-LOC109630037|LOC109630037,10,22,27,13,12
gene-axl|axl,277,414,535,145,435
gene-LOC109630415|LOC109630415,177,208,418,398,354
gene-LOC109630223|LOC109630223,4187,3268,3368,1763,3498
gene-LOC109630038|LOC109630038,3854,3445,2604,1998,2744
gene-LOC109630224|LOC109630224,28,45,21,16,19
gene-LOC109630358|LOC109630358,309,285,440,155,453
gene-apbb1|apbb1,730,683,945,843,733
gene-LOC109630315|LOC109630315,25,13,20,31,12
gene-robo1|robo1,366,426,510,220,482
gene-robo2|robo2,22,55,35,37,50
gene-stim1|stim1,821,761,1013,650,951
gene-LOC109630171|LOC109630171,3,0,0,0,0
gene-LOC109630138|LOC109630138,0,0,0,0,0
gene-LOC109630046|LOC109630046,0,0,5,0,3
gene-LOC109630177|LOC109630177,0,0,0,0,0
gene-tex26|tex26,7,8,31,17,10
gene-LOC109630344|LOC109630344,1615,1118,1073,496,1650
gene-LOC109630047|LOC109630047,0,0,0,0,0
gene-LOC109629974|LOC109629974,435,569,634,762,330
gene-LOC109630325|LOC109630325,578,843,1031,629,732
gene-brca2|brca2,11,20,10,11,25
gene-LOC109630258|LOC109630258,129,115,139,52,107
gene-kiaa1456|kiaa1456,103,79,180,53,119
gene-LOC109630226|LOC109630226,2083,2125,2005,795,1823
gene-LOC109630229|LOC109630229,119,78,95,35,108
gene-LOC109630133|LOC109630133,1131,969,2394,1113,1502
gene-rrp8|rrp8,119,56,257,72,160
gene-LOC109630049|LOC109630049,0,0,0,0,8
gene-LOC109630134|LOC109630134,138,162,306,94,192
gene-LOC109630137|LOC109630137,275,170,263,153,284
gene-c2cd3|c2cd3,369,280,449,151,333
gene-LOC109630407|LOC109630407,0,0,3,0,0
gene-LOC109630359|LOC109630359,22,39,54,90,26
gene-proca1|proca1,0,0,0,0,0
gene-rab34|rab34,29,12,24,15,21
gene-tlcd1|tlcd1,14,12,12,5,39
gene-nek8|nek8,37,43,38,17,18
gene-traf4|traf4,448,343,313,219,293
gene-tada2a|tada2a,120,82,77,56,149
gene-dusp14|dusp14,8,6,14,8,0
gene-synrg|synrg,336,293,543,439,295
gene-hnf1b|hnf1b,796,1636,954,2573,545
gene-LOC109630115|LOC109630115,25,25,10,10,9
gene-kiaa0100|kiaa0100,1550,1322,1616,711,1799
gene-glod4|glod4,715,551,706,318,524
gene-mrm3|mrm3,58,58,85,39,76
gene-nxn|nxn,46,73,47,23,31
gene-txndc17|txndc17,657,471,739,411,575
gene-kiaa0753|kiaa0753,52,72,53,52,76
gene-pitpnm3|pitpnm3,38,51,18,0,35
gene-LOC109630338|LOC109630338,3,0,8,0,0
gene-LOC109630053|LOC109630053,0,0,13,0,0
gene-wdr81|wdr81,791,660,1344,377,761
gene-rpa1|rpa1,409,278,443,162,547
gene-serpinf2|serpinf2,35255,31381,29092,23448,38938
gene-dph1|dph1,290,209,222,186,305
gene-hic1|hic1,378,435,1574,520,571
gene-tsr1|tsr1,494,417,570,303,740
gene-LOC109630251|LOC109630251,288,268,375,294,293
gene-LOC109629953|LOC109629953,1018,904,1005,591,758
gene-paf1|paf1,405,282,432,174,362
gene-samd4b|samd4b,333,341,559,289,378
gene-LOC109630219|LOC109630219,265,232,305,124,280
gene-lrfn1|lrfn1,0,8,5,5,9
gene-cunh11orf57|cunh11orf57,50,40,296,162,55
gene-LOC109630209|LOC109630209,27,39,41,12,39
gene-LOC109630208|LOC109630208,186,143,136,438,119
gene-LOC109630054|LOC109630054,7,11,0,0,0
gene-LOC109629947|LOC109629947,3,0,0,0,0
gene-LOC109630295|LOC109630295,0,7,0,0,5
gene-LOC109630294|LOC109630294,894,802,686,538,728
gene-LOC109630055|LOC109630055,8,0,0,0,9
gene-LOC109630309|LOC109630309,0,0,0,0,0
gene-LOC109630308|LOC109630308,10,45,51,75,20
gene-vps26b|vps26b,724,579,921,520,753
gene-acad8|acad8,55,38,49,12,75
gene-LOC109630011|LOC109630011,154,130,82,106,87
gene-LOC109630396|LOC109630396,0,10,0,0,14
gene-LOC109630056|LOC109630056,0,0,0,0,0
gene-LOC109629999|LOC109629999,0,0,0,0,0
gene-LOC109630057|LOC109630057,0,3,3,0,0
gene-LOC109630303|LOC109630303,395,310,280,240,380
gene-LOC109630347|LOC109630347,173,134,146,90,150
gene-LOC109630348|LOC109630348,202,169,168,232,171
gene-dyrk1a|dyrk1a,2103,1591,1612,997,1545
gene-LOC109630360|LOC109630360,82,46,73,44,53
gene-LOC109630361|LOC109630361,2,3,1,0,3
gene-LOC109630059|LOC109630059,470,377,458,229,481
gene-cunh3orf33|cunh3orf33,77,100,65,48,74
gene-plch1|plch1,29,38,15,0,12
gene-mme|mme,28,60,27,44,37
gene-gpr149|gpr149,3,11,326,27,92
gene-dhx36|dhx36,99,80,56,42,139
gene-arhgef26|arhgef26,702,521,394,428,584
gene-rap2b|rap2b,99,70,196,151,152
gene-p2ry1|p2ry1,116,88,79,184,107
gene-LOC109630412|LOC109630412,12,20,15,12,24
gene-mbnl1|mbnl1,0,9,0,5,10
gene-sucnr1|sucnr1,2,0,0,0,0
gene-LOC109630002|LOC109630002,8,14,2,0,12
gene-LOC109630151|LOC109630151,19,27,42,0,19
gene-LOC109630154|LOC109630154,7,8,157,15,58
gene-mfsd1|mfsd1,415,366,486,233,386
gene-LOC109630362|LOC109630362,35,31,21,33,38
gene-LOC109630378|LOC109630378,89,60,49,46,66
gene-cunh3orf80|cunh3orf80,1,0,0,0,3
gene-ift80|ift80,109,100,76,30,75
gene-smc4|smc4,312,204,243,171,259
gene-trim59|trim59,161,152,118,72,135
gene-kpna4|kpna4,1655,1654,2044,808,1719
gene-ppm1l|ppm1l,168,210,156,109,84
gene-nmd3|nmd3,1243,1004,1037,985,1296
gene-LOC109630158|LOC109630158,131,118,124,79,127
gene-LOC109630250|LOC109630250,80,89,87,88,84
gene-LOC109630248|LOC109630248,346,317,229,164,271
gene-LOC109630247|LOC109630247,221,179,2444,264,2661
gene-LOC109630246|LOC109630246,1024,836,777,488,764
gene-LOC109630072|LOC109630072,0,0,0,0,0
gene-cux1|cux1,426,360,468,378,376
gene-LOC109630260|LOC109630260,0,0,0,0,0
gene-LOC109630073|LOC109630073,0,0,0,0,0
gene-srprb|srprb,1144,823,1733,951,1725
gene-wdr53|wdr53,148,149,137,97,136
gene-lxn|lxn,430,399,563,322,628
gene-gfm1|gfm1,453,587,1268,554,690
gene-cunh19orf54|cunh19orf54,114,60,92,84,72
gene-LOC109630364|LOC109630364,389,1169,1694,6562,406
gene-LOC109630129|LOC109630129,55,40,99,66,62
gene-LOC109630282|LOC109630282,213,141,293,205,387
gene-sipa1l3|sipa1l3,334,281,267,314,313
gene-map3k10|map3k10,413,503,732,481,391
gene-LOC109629940|LOC109629940,12,0,12,10,0
gene-cunh19orf47|cunh19orf47,63,53,76,26,77
gene-fosb|fosb,3,0,39,32,0
gene-LOC109630076|LOC109630076,0,0,0,0,0
gene-LOC109630077|LOC109630077,0,0,17,23,0
gene-snrpa|snrpa,58,24,164,12,105
gene-qpctl|qpctl,812,689,788,622,930
gene-LOC109630340|LOC109630340,149,138,223,445,154
gene-tbcb|tbcb,888,748,1691,2189,1048
gene-clptm1|clptm1,474,492,922,330,1022
gene-LOC109630079|LOC109630079,180,136,231,102,195
gene-LOC109629970|LOC109629970,130,228,388,75,225
gene-gemin7|gemin7,140,79,102,12,127
gene-LOC109629941|LOC109629941,0,8,99,8,33
gene-LOC109630080|LOC109630080,909,741,1199,584,853
gene-ptgir|ptgir,20,0,49,7,52
gene-LOC109630296|LOC109630296,0,0,8,0,0
gene-LOC109630299|LOC109630299,0,0,0,0,0
gene-LOC109630298|LOC109630298,0,6,3,3,0
gene-LOC109630297|LOC109630297,0,16,0,0,5
gene-LOC109630316|LOC109630316,5070,7148,9285,5757,4529
gene-LOC109630363|LOC109630363,460,441,439,230,438
gene-ap2s1|ap2s1,1482,1213,2272,873,2037
gene-arhgap35|arhgap35,2483,2151,1884,1375,1790
gene-LOC109630083|LOC109630083,27,21,43,0,22
gene-LOC109630335|LOC109630335,1986,2575,6895,3222,1212
gene-slc1a5|slc1a5,92,51,366,111,91
gene-fkrp|fkrp,25,15,40,0,56
gene-strn4|strn4,290,277,308,127,268
gene-prkd2|prkd2,105,152,131,83,118
gene-LOC109630167|LOC109630167,7,5,10,8,7
gene-LOC109630086|LOC109630086,63,30,20,16,56
gene-LOC109630172|LOC109630172,0,0,0,0,0
gene-LOC109629968|LOC109629968,10,0,0,0,0
gene-LOC109630165|LOC109630165,17,27,56,34,55
gene-LOC109630183|LOC109630183,0,0,0,0,2
gene-LOC109630323|LOC109630323,3153,3199,2100,1795,2243
gene-mre11|mre11,646,551,588,457,447
gene-dock10|dock10,63,68,136,50,90
gene-rsrc1|rsrc1,124,123,115,91,130
gene-mlf1|mlf1,10,15,0,0,0
gene-med29|med29,147,153,158,105,128
gene-LOC109630286|LOC109630286,1377,1151,2008,2024,1653
gene-sik2|sik2,432,501,625,2035,428
gene-LOC109629960|LOC109629960,278,355,425,200,316
gene-LOC109630087|LOC109630087,1457,1175,2351,785,2744
gene-LOC109630006|LOC109630006,16541,15035,7317,6615,18425
gene-LOC109630189|LOC109630189,19,0,0,17,10
gene-LOC109630161|LOC109630161,31,68,23,17,60
gene-oaf|oaf,1192,941,1217,1251,1593
gene-LOC109630279|LOC109630279,527,458,710,605,595
gene-grik4|grik4,5,2,0,0,9
gene-ccdc153|ccdc153,0,0,7,5,6
gene-cbl|cbl,400,262,328,181,330
gene-mcam|mcam,459,668,1200,385,914
gene-rnf26|rnf26,315,303,491,176,291
gene-c1qtnf5|c1qtnf5,118,129,83,50,188
gene-kmt2a|kmt2a,860,835,1056,983,715
gene-ube4a|ube4a,373,333,540,192,509
gene-LOC109630100|LOC109630100,278,389,302,478,325
gene-LOC109630127|LOC109630127,330,189,312,152,302
gene-chchd2|chchd2,1463,1084,1919,2146,1387
gene-LOC109629981|LOC109629981,0,0,0,17,5
gene-psph|psph,49,35,199,35,39
gene-gbas|gbas,98,60,145,49,157
gene-LOC109630436|LOC109630436,427,649,406,446,396
gene-trnar-ucu-7|trnar-ucu,0,0,0,0,0
gene-LOC109630090|LOC109630090,53,55,118,87,63
gene-LOC109630264|LOC109630264,83,65,52,73,22
gene-LOC109630263|LOC109630263,253,189,176,116,217
gene-mettl16|mettl16,192,164,180,57,250
gene-pafah1b1|pafah1b1,1416,1447,1675,1056,1494
gene-cluh|cluh,816,743,1166,472,1054
gene-LOC109630287|LOC109630287,17,14,5,5,16
gene-tlcd2|tlcd2,33,30,17,90,52
gene-LOC109630381|LOC109630381,77,56,120,52,52
gene-LOC109630382|LOC109630382,2113,1662,2810,1881,2916
gene-trnai-aau-7|trnai-aau,0,0,0,0,0
gene-LOC109630091|LOC109630091,10,5,48,0,16
gene-prpf8|prpf8,1577,1606,2641,1109,2441
gene-LOC109629982|LOC109629982,2139,1866,2987,1349,2757
gene-sarm1|sarm1,16,19,14,68,20
gene-slc46a1|slc46a1,398,445,572,234,358
gene-LOC109630268|LOC109630268,67,32,57,27,21
gene-cpd|cpd,1145,1707,2145,1533,1970
gene-cunh22orf31|cunh22orf31,5,11,5,0,8
gene-gosr1|gosr1,178,126,244,86,155
gene-LOC109630439|LOC109630439,815,960,1391,1007,910
gene-LOC109630000|LOC109630000,728,537,443,468,584
gene-abhd15|abhd15,49,33,45,5,42
gene-LOC109629939|LOC109629939,0,0,0,0,0
gene-LOC109629937|LOC109629937,4,5,0,5,8
gene-LOC109630093|LOC109630093,20,56,0,16,0
gene-bcap29|bcap29,206,227,870,396,342
gene-dus4l|dus4l,49,43,52,75,29
gene-rflnb|rflnb,95,112,61,74,102
gene-vps53|vps53,418,308,456,254,416
gene-LOC109630376|LOC109630376,4110,5239,6200,25973,4686
gene-LOC109630334|LOC109630334,400,376,493,2851,273
gene-LOC109630374|LOC109630374,631,567,945,485,689
gene-bloc1s3|bloc1s3,109,108,320,155,172
gene-LOC109629993|LOC109629993,5,0,0,0,0
gene-yif1b|yif1b,225,210,491,259,246
gene-LOC109629997|LOC109629997,1005,1082,1430,564,950
gene-LOC109630096|LOC109630096,10,0,8,0,10
gene-fchsd2|fchsd2,110,73,95,73,49
gene-trnam-cau-5|trnam-cau,0,0,0,0,0
gene-trnat-ugu-2|trnat-ugu,0,0,0,0,0
gene-trnat-agu-6|trnat-agu,0,0,0,0,0
gene-p2ry2|p2ry2,0,0,0,0,0
gene-relt|relt,18,17,0,61,33
gene-trnam-cau-6|trnam-cau,0,1,0,0,0
gene-arhgef17|arhgef17,2107,1725,1353,911,1618
gene-trnaa-agc-2|trnaa-agc,0,2,2,0,0
gene-trnaa-agc-3|trnaa-agc,0,0,1,0,0
gene-trnaa-agc-4|trnaa-agc,0,0,0,0,0
gene-p2ry6|p2ry6,1889,1696,1363,464,1459
gene-fam168a|fam168a,178,107,110,75,119
gene-kbtbd3|kbtbd3,5,0,9,0,0
gene-alkbh8|alkbh8,104,101,94,63,154
gene-cwf19l2|cwf19l2,571,472,520,313,619
gene-gucy1a2|gucy1a2,10,17,35,28,37
gene-aasdhppt|aasdhppt,33,25,36,21,44
gene-msantd4|msantd4,28,19,0,0,18
gene-gria4|gria4,2,0,0,0,0
gene-arf3|arf3,21,22,34,25,28
gene-LOC109630480|LOC109630480,36,39,94,129,63
gene-dnajc22|dnajc22,1209,774,1368,743,1520
gene-lmbr1l|lmbr1l,660,491,457,620,613
gene-dhh|dhh,10,12,42,39,40
gene-kmt2d|kmt2d,988,1176,1575,744,1368
gene-LOC109630841|LOC109630841,278,178,276,90,217
gene-LOC109630988|LOC109630988,162,172,220,136,243
gene-LOC109630950|LOC109630950,174,175,248,57,201
gene-LOC109630665|LOC109630665,43,26,28,31,94
gene-LOC109630534|LOC109630534,746,650,442,403,601
gene-LOC109630983|LOC109630983,15,15,37,19,17
gene-LOC109630486|LOC109630486,16,17,21,18,27
gene-LOC109630653|LOC109630653,6,4,15,3,14
gene-LOC109630849|LOC109630849,4443,3919,4998,4419,4004
gene-tmem9|tmem9,355,394,514,385,359
gene-smc1a|smc1a,1332,1072,1072,501,1287
gene-l1cam|l1cam,3,0,17,0,14
gene-huwe1|huwe1,2598,2892,3338,2354,3119
gene-phf8|phf8,764,814,979,533,863
gene-LOC109630903|LOC109630903,87,92,58,138,90
gene-LOC109630552|LOC109630552,29,64,33,59,31
gene-fam3a|fam3a,312,396,779,432,374
gene-idh3g|idh3g,268,294,469,214,289
gene-LOC109630525|LOC109630525,87,174,190,241,62
gene-ssr4|ssr4,8365,7961,11433,9364,9507
gene-arhgap4|arhgap4,51,55,87,15,100
gene-naa10|naa10,2418,1995,1762,1850,2070
gene-LOC109630663|LOC109630663,102,50,35,28,61
gene-LOC109630771|LOC109630771,284,248,204,190,238
gene-LOC109630773|LOC109630773,1903,1520,1713,825,1802
gene-LOC109630770|LOC109630770,764,767,672,646,675
gene-LOC109630938|LOC109630938,0,0,0,0,0
gene-LOC109630939|LOC109630939,0,0,0,0,0
gene-LOC109630647|LOC109630647,156,124,278,148,177
gene-LOC109630986|LOC109630986,35,37,23,19,34
gene-LOC109630504|LOC109630504,346,354,683,477,441
gene-LOC109630553|LOC109630553,219,178,347,495,272
gene-LOC109630861|LOC109630861,130,90,82,37,131
gene-LOC109630817|LOC109630817,3,0,0,0,0
gene-LOC109630833|LOC109630833,208,194,295,188,213
gene-LOC109630832|LOC109630832,89,81,128,55,95
gene-LOC109630963|LOC109630963,79,70,123,57,108
gene-asb8|asb8,458,319,587,440,300
gene-LOC109630816|LOC109630816,700,693,1382,641,1053
gene-troap|troap,191,171,159,76,74
gene-def6|def6,559,315,302,204,323
gene-ppard|ppard,1703,1940,1286,590,1246
gene-LOC109630523|LOC109630523,7,0,0,0,7
gene-fance|fance,87,37,71,19,72
gene-rpl10a|rpl10a,53729,39636,46103,55419,43151
gene-cunh1orf106|cunh1orf106,23,15,18,0,0
gene-smc5|smc5,144,154,137,78,133
gene-cunh1orf194|cunh1orf194,0,3,0,0,0
gene-kiaa1324|kiaa1324,1057,1417,1220,1805,1217
gene-LOC109630822|LOC109630822,954,883,1185,710,1017
gene-srpk1|srpk1,640,599,390,231,489
gene-dclre1b|dclre1b,231,146,295,61,257
gene-LOC109630902|LOC109630902,0,3,6,4,8
gene-mmp9|mmp9,105,123,456,135,1914
gene-znf335|znf335,381,340,756,484,443
gene-LOC109630828|LOC109630828,5,0,18,0,11
gene-lamtor5|lamtor5,154,84,251,115,211
gene-slc16a4|slc16a4,13,0,20,8,3
gene-rbm15|rbm15,449,353,402,249,367
gene-trnae-uuc-3|trnae-uuc,0,0,0,0,0
gene-kcnc4|kcnc4,54,68,73,10,19
gene-LOC109630790|LOC109630790,532,92,6414,247392,341
gene-ahcyl1|ahcyl1,24,26,48,122,21
gene-nfya|nfya,376,346,386,373,277
gene-ngrn|ngrn,192,124,200,95,169
gene-LOC109630800|LOC109630800,61,103,155,129,91
gene-LOC109630645|LOC109630645,447,391,523,269,530
