gene_id,SRR13308380,SRR13308381,SRR13308382,SRR13308383,SRR13308392
gene-LOC109630957,11,10,28,6,11
gene-LOC109630958,102,54,98,67,85
gene-LOC109630959,0,0,0,0,0
gene-LOC109630962,8,27,12,25,22
gene-LOC109630963,46,32,50,19,43
gene-LOC109630964,11,6,4,4,4
gene-LOC109630966,0,2,0,2,0
gene-LOC109630968,15,11,4,2,10
gene-LOC109630970,60,33,33,15,46
gene-LOC109630980,397,392,566,245,476
gene-LOC109630983,4,4,6,8,6
gene-LOC109630986,10,20,16,12,16
gene-LOC109630988,62,84,95,51,90
gene-LOC109630989,6,9,6,9,2
gene-LOC109630990,4,4,11,13,5
gene-LOC109630991,0,0,0,1,0
gene-LOC109630992,0,0,2,0,0
gene-LOC109630994,163,110,129,45,105
gene-LOC109630995,0,2,0,2,0
gene-LOC109630996,0,4,2,2,0
gene-LOC109630997,234,186,299,261,260
gene-LOC109630998,6,13,7,12,11
gene-LOC109631008,217,120,179,103,213
gene-LOC109631015,201,220,356,204,276
gene-LOC109631019,1,3,4,0,3
gene-LOC109631020,0,0,0,0,0
gene-LOC109631024,20,21,26,20,20
gene-LOC109631027,2,0,0,0,0
gene-LOC109631029,0,0,0,0,0
gene-LOC109631030,0,0,4,0,2
gene-LOC109631032,0,0,0,0,2
gene-LOC109631035,2,10,6,0,4
gene-LOC109631037,623,550,435,419,421
gene-LOC109631038,106,44,312,79,97
gene-LOC109631039,0,0,0,0,0
gene-LOC109631040,0,0,0,0,0
gene-LOC109631041,5,1,3,0,2
gene-LOC109631042,0,0,2,9,0
gene-LOC109631047,19,34,54,47,41
gene-LOC109631048,99,88,63,36,107
gene-LOC109631051,25,37,124,115,24
gene-LOC109631056,23,11,43,18,38
gene-LOC109631058,0,0,0,0,0
gene-LOC109631061,0,8,2,0,2
gene-LOC109631062,342,223,216,214,369
gene-LOC109631063,0,4,11,8,5
gene-LOC109631069,4,0,2,6,0
gene-LOC109631070,6,6,6,2,8
gene-LOC109631071,4,18,17,2,40
gene-LOC109631074,7,2,2,6,4
gene-LOC109631079,0,0,0,0,0
gene-LOC109631080,0,2,48,0,3
gene-LOC109631084,5,10,2,2,4
gene-LOC109631085,56,46,68,13,52
gene-LOC109631088,0,0,0,0,0
gene-LOC109631093,5,6,14,18,16
gene-LOC109631096,65,35,45,10,135
gene-LOC109631099,18,25,33,14,30
gene-LOC109631101,0,0,0,0,0
gene-LOC109631102,10,20,65,19,74
gene-LOC109631103,0,0,0,0,0
gene-LOC109631104,2,0,0,0,0
gene-LOC109631105,0,0,0,1,0
gene-LOC109631106,2,0,0,0,0
gene-LOC109631107,2,1,0,0,0
gene-LOC109631109,183,140,179,58,142
gene-LOC109631110,0,0,0,0,0
gene-LOC109631111,40,45,34,60,38
gene-LOC109631112,0,0,0,0,0
gene-LOC109631114,0,0,0,0,0
gene-LOC109631115,0,0,0,0,0
gene-LOC109631116,0,0,0,0,0
gene-LOC109631117,0,0,0,0,0
gene-LOC109631118,18,45,21,55,32
gene-LOC109631119,0,0,0,0,0
gene-LOC109631120,0,0,0,0,0
gene-LOC109631121,0,0,0,0,0
gene-LOC109631123,0,0,0,0,0
gene-LOC109631126,0,0,0,0,0
gene-LOC109631130,13,7,8,8,6
gene-LOC109631132,219,245,228,446,222
gene-LOC109631133,7,5,29,100,4
gene-LOC109631135,10,11,8,6,4
gene-LOC109631137,14,6,2,4,10
gene-LOC109631138,34,42,85,57,70
gene-LOC109631139,171,177,330,641,203
gene-LOC109631140,2,0,2,0,0
gene-LOC109631144,45,42,20,15,30
gene-LOC109631145,3,2,6,6,2
gene-LOC109631150,16,17,22,4,32
gene-LOC109631155,0,0,0,0,0
gene-LOC109631156,26,48,53,34,39
gene-LOC109631157,22,20,8,14,8
gene-LOC109631158,0,2,3,0,4
gene-LOC109631159,62,69,84,28,72
gene-LOC109631162,114,88,175,50,69
gene-LOC109631163,0,0,0,0,0
gene-LOC109631164,0,2,0,0,0
gene-LOC109631165,3,0,4,0,2
gene-LOC109631169,0,0,0,0,0
gene-LOC109631170,53,40,85,31,65
gene-LOC109631172,0,0,0,0,0
gene-LOC109631173,0,0,0,0,0
gene-LOC109631174,2,0,0,2,0
gene-LOC109631180,125,127,237,176,131
gene-LOC109631181,14,4,16,3,6
gene-LOC109631185,11,17,28,18,11
gene-LOC109631189,0,0,0,0,0
gene-LOC109631190,2,7,7,8,10
gene-LOC109631194,221,264,332,285,151
gene-LOC109631195,2,2,5,10,0
gene-LOC109631201,11,16,14,16,20
gene-LOC109631202,0,2,0,0,2
gene-LOC109631203,5833,5684,4175,3453,3624
gene-LOC109631204,114,88,170,44,119
gene-LOC109631205,0,0,0,0,0
gene-LOC109631207,0,0,0,0,0
gene-LOC109631209,23,17,38,12,23
gene-LOC109631211,41,22,45,8,34
gene-LOC109631214,0,0,0,0,0
gene-LOC109631215,0,2,8,2,6
gene-LOC109631216,0,0,0,2,0
gene-LOC109631217,4,0,0,2,2
gene-LOC109631219,0,0,0,0,0
gene-LOC109631222,2,0,0,4,0
gene-LOC109631224,0,0,5,0,0
gene-LOC109631226,0,0,2,1,0
gene-LOC109631227,65,75,65,97,66
gene-LOC109631230,0,0,0,0,2
gene-LOC109631241,0,2,0,0,0
gene-LOC109631244,0,4,0,0,2
gene-LOC109631245,0,0,0,2,0
gene-LOC109631246,0,0,0,0,0
gene-LOC109631247,0,0,2,0,1
gene-LOC109631250,4,7,3,1,11
gene-LOC109631251,0,0,2,0,0
gene-LOC109631253,0,0,0,0,0
gene-LOC109631254,0,2,0,0,0
gene-LOC109631255,2,4,9,0,2
gene-LOC109631257,180,143,113,106,101
gene-LOC109631258,0,0,0,0,0
gene-LOC109631259,0,0,0,0,0
gene-LOC109631260,0,0,0,0,0
gene-LOC109631261,0,0,0,0,0
gene-LOC109631264,0,0,0,0,0
gene-LOC109631265,0,0,0,0,0
gene-LOC109631267,256,185,349,236,338
gene-LOC109631272,0,0,0,4,0
gene-LOC109631275,362,381,664,630,433
gene-LOC109631277,794,586,785,534,880
gene-LOC109631282,0,0,0,0,0
gene-LOC109631283,1028,907,874,788,821
gene-LOC109631284,0,0,0,0,0
gene-LOC109631286,560,419,389,346,546
gene-LOC109631293,0,2,0,2,0
gene-LOC109631299,147,156,122,60,117
gene-LOC109631300,0,0,0,0,0
gene-LOC109631302,37,25,13,17,38
gene-LOC109631303,29,41,20,17,47
gene-LOC109631304,22,25,48,10,53
gene-LOC109631305,98,76,78,58,50
gene-LOC109631307,14,17,19,16,31
gene-LOC109631311,72,39,34,37,27
gene-LOC109631312,265,252,325,181,319
gene-LOC109631316,147,138,157,192,153
gene-LOC109631321,8,12,56,33,22
gene-LOC109631322,0,0,0,0,0
gene-LOC109631324,137,124,135,91,147
gene-LOC109631327,26,40,528,936,116
gene-LOC109631328,307,281,411,106,312
gene-LOC109631332,1055,978,784,833,1129
gene-LOC109631333,11,10,2,28,17
gene-LOC109631335,330,291,476,239,346
gene-LOC109631336,21,35,640,48,698
gene-LOC109631337,24,19,28,10,20
gene-LOC109631340,26,23,40,12,21
gene-LOC109631341,10,18,2,0,6
gene-LOC109631342,0,1,0,4,4
gene-LOC109631343,0,0,0,0,0
gene-LOC109631349,11,0,0,0,0
gene-LOC109631353,264,365,191,77,676
gene-LOC109631355,196,161,313,249,187
gene-LOC109631357,2,0,0,0,0
gene-LOC109631358,2,4,6,15,9
gene-LOC109631360,273,270,489,977,311
gene-LOC109631361,370,258,277,150,397
gene-LOC109631362,73,70,58,24,55
gene-LOC109631363,2,0,0,0,0
gene-LOC109631371,1638,1246,1080,609,1233
gene-LOC109631372,37,42,54,39,45
gene-LOC109631375,23,9,66,39,26
gene-LOC109631378,88,82,143,93,91
gene-LOC109631379,0,0,0,2,2
gene-LOC109631380,0,0,0,0,0
gene-LOC109631382,220,236,233,113,229
gene-LOC109631385,157,100,208,135,207
gene-LOC109631388,97,89,84,54,93
gene-LOC109631389,0,0,6,2,0
gene-LOC109631392,147,135,141,62,196
gene-LOC109631394,90,78,121,78,127
gene-LOC109631395,189,154,253,407,154
gene-LOC109631396,0,2,0,0,2
gene-LOC109631397,5,6,22,4,6
gene-LOC109631399,0,0,0,0,2
gene-LOC109631400,159,310,500,480,224
gene-LOC109631404,103,96,45,122,71
gene-LOC109631405,0,0,0,0,0
gene-LOC109631407,242,291,252,223,267
gene-LOC109631410,0,0,0,0,0
gene-LOC109631413,0,0,0,0,0
gene-LOC109631416,113,144,315,171,159
gene-LOC109631418,0,0,0,2,0
gene-LOC109631419,56,33,48,29,43
gene-LOC109631424,10,15,20,4,18
gene-LOC109631425,85,54,95,60,43
gene-LOC109631427,0,0,0,0,0
gene-LOC109631428,10,12,16,2,14
gene-LOC109631430,69,101,85,51,96
gene-LOC109631432,267,273,325,117,204
gene-LOC109631433,183,243,139,77,192
gene-LOC109631436,197,204,212,64,213
gene-LOC109631437,2,0,0,0,0
gene-LOC109631438,0,0,0,0,0
gene-LOC109631447,10,17,6,4,15
gene-LOC109631450,119,124,210,74,102
gene-LOC109631459,35,19,34,124,38
gene-LOC109631461,6,8,4,15,8
gene-LOC109631462,0,0,0,0,0
gene-LOC109631479,462,590,583,11511,556
gene-LOC109631482,6,6,16,2,36
gene-LOC109631483,242,230,268,78,192
gene-LOC109631485,1108,1060,867,656,1347
gene-LOC109631491,10,12,25,2,20
gene-LOC109631492,152,124,140,104,155
gene-LOC109631493,35,43,48,10,47
gene-LOC109631494,157,346,215,420,66
gene-LOC109631498,8720,7037,16963,11871,12262
gene-LOC109631499,18,17,10,9,16
gene-LOC109631500,5568,5152,2904,3910,1649
gene-LOC109631501,36,63,109,43,40
gene-LOC109631503,4,6,6,0,6
gene-LOC109631508,0,0,0,0,0
gene-LOC109631509,0,4,1,10,6
gene-LOC109631510,0,0,2,0,0
gene-LOC109631512,566,445,324,590,398
gene-LOC109631513,0,4,2,2,0
gene-LOC109631516,34,39,61,29,41
gene-LOC109631520,0,0,3,0,0
gene-LOC109631524,0,0,2,0,0
gene-LOC109631525,0,0,0,0,0
gene-LOC109631530,0,0,0,0,0
gene-LOC109631538,45,26,32,16,18
gene-LOC109631543,0,0,0,4,0
gene-LOC109631545,104,65,100,52,113
gene-LOC109631550,18,14,8,8,19
gene-LOC109631551,0,0,0,0,2
gene-LOC109631553,2,2,0,0,2
gene-LOC109631555,15,22,13,12,28
gene-LOC109631556,0,0,0,0,0
gene-LOC109631557,4,6,2,2,2
gene-LOC109631559,0,0,0,0,0
gene-LOC109631560,450,372,461,276,378
gene-LOC109631562,4,3,6,8,4
gene-LOC109631563,2,4,11,0,7
gene-LOC109631564,62,67,213,37,118
gene-LOC109631565,10,16,10,3,12
gene-LOC109631566,7,2,3,0,4
gene-LOC109631569,4,0,2,0,0
gene-LOC109631570,65802,84331,48662,93860,53327
gene-LOC109631571,1726,1337,1962,1041,1630
gene-LOC109631577,13,4,6,6,6
gene-LOC109631578,68,44,33,16,48
gene-LOC109631579,110,163,99,56,40
gene-LOC109631580,56693,52290,42083,62450,50695
gene-LOC109631581,169,110,58,77,70
gene-LOC109631582,21,9,20,22,12
gene-LOC109631583,0,0,0,0,0
gene-LOC109631584,0,0,0,0,0
gene-LOC109631585,0,4,0,0,0
gene-LOC109631586,0,0,0,0,0
gene-LOC109631587,6,11,15,4,4
gene-LOC109631588,2,2,0,1,2
gene-LOC109631589,57,65,62,62,43
gene-LOC109631592,62,76,88,88,76
gene-LOC109631595,0,0,0,0,0
gene-LOC109631597,25,13,43,22,26
gene-LOC109631600,0,0,0,0,0
gene-LOC109631601,1,2,2,0,0
gene-LOC109631602,9,4,2,6,8
gene-LOC109631603,0,0,2,0,0
gene-LOC109631604,1,0,0,0,0
gene-LOC109631605,814,676,748,571,678
gene-LOC109631606,41,31,26,13,29
gene-LOC109631608,11,6,5,4,10
gene-LOC109631609,0,0,0,0,0
gene-LOC109631610,2,5,4,6,0
gene-LOC109631611,0,0,0,0,0
gene-LOC109631612,106,92,228,90,172
gene-LOC109631614,564,593,771,342,503
gene-LOC109631615,49,89,52,18,21
gene-LOC109631616,28,30,22,13,16
gene-LOC109631617,0,0,0,0,0
gene-LOC109631618,0,0,0,0,0
gene-LOC109631621,0,0,0,0,0
gene-LOC109631628,0,0,0,0,0
gene-LOC109631629,18,8,22,2,24
gene-LOC109631630,6,6,8,0,5
gene-LOC109631631,2,0,0,0,2
gene-LOC109631632,0,0,0,0,0
gene-LOC109631633,0,0,0,0,0
gene-LOC109631634,0,0,0,0,0
gene-LOC109631635,69,73,94,76,71
gene-LOC109631636,4,6,0,0,2
gene-LOC109631639,0,0,2,0,4
gene-LOC109631640,0,0,0,0,0
gene-LOC109631641,10,0,2,2,2
gene-LOC109631642,21,18,25,7,16
gene-LOC109631644,0,0,2,0,0
gene-LOC109631645,0,0,0,0,0
gene-LOC109631650,539,379,565,515,416
gene-LOC109631651,0,2,4,3,6
gene-LOC109631652,87,90,201,106,100
gene-LOC109631654,0,0,0,0,0
gene-LOC109631659,2,0,0,0,1
gene-LOC109631660,0,0,4,2,0
gene-LOC109631661,1,6,3,2,1
gene-LOC109631665,2,0,0,0,0
gene-LOC109631667,0,2,0,0,0
gene-LOC109631668,140,254,189,146,224
gene-LOC109631669,0,0,0,0,0
gene-LOC109631671,2,0,0,0,0
gene-LOC109631672,0,0,2,0,0
gene-LOC109631674,0,1,4,14,0
gene-LOC109631675,34,33,95,27,51
gene-LOC109631676,0,0,0,0,0
gene-LOC109631677,0,2,0,2,0
gene-LOC109631679,0,0,1,0,0
gene-LOC109631680,2,0,0,5,2
gene-LOC109631686,0,0,0,0,0
gene-LOC109631687,12,10,24,8,32
gene-LOC109631688,0,0,0,0,0
gene-LOC109631689,0,0,0,0,0
gene-LOC109631692,2,0,14,2,8
gene-LOC109631693,3,0,3,0,0
gene-LOC109631694,533,519,843,2025,625
gene-LOC109631695,0,0,2,0,0
gene-LOC109631696,0,0,0,0,0
gene-LOC109631697,0,0,0,0,0
gene-LOC109631698,0,0,0,0,0
gene-LOC109631700,0,0,0,0,0
gene-LOC109631702,2,0,2,0,0
gene-LOC109631704,0,4,2,0,10
gene-LOC109631707,0,0,0,0,0
gene-LOC109631710,0,0,0,0,0
gene-LOC109631711,2,7,8,6,2
gene-LOC109631713,0,0,0,0,0
gene-LOC109631714,0,0,2,0,0
gene-LOC109631715,0,0,4,4,0
gene-LOC109631716,0,0,0,0,0
gene-LOC109631717,438,321,234,188,296
gene-LOC109631720,0,2,0,0,2
gene-LOC109631721,7,4,6,2,2
gene-LOC109631722,155,108,157,97,159
gene-LOC109631726,503,415,933,201,690
gene-LOC109631734,42,44,60,28,104
gene-LOC109631737,0,0,0,0,0
gene-LOC109631738,46,32,87,26,45
gene-LOC109631739,176,222,261,188,186
gene-LOC109631740,305,351,385,168,295
gene-LOC109631741,691,598,922,512,692
gene-LOC109631744,2,0,2,0,0
gene-LOC109631746,4,2,0,4,0
gene-LOC109631747,930,1139,1197,819,896
gene-LOC109631748,298,313,413,265,238
gene-LOC109631749,36,19,44,43,20
gene-LOC109631750,134,86,80,91,73
gene-LOC109631751,19,38,55,11,64
gene-LOC109631752,0,0,0,0,0
gene-LOC109631753,0,2,2,4,2
gene-LOC109631754,0,2,6,0,2
gene-LOC109631755,179,164,147,154,221
gene-LOC109631758,137,109,92,62,122
gene-LOC109631761,28,16,47,15,35
gene-LOC109631763,0,0,0,0,0
gene-LOC109631764,1891,1296,2290,940,1892
gene-LOC109631773,108,105,159,129,97
gene-LOC109631774,0,0,0,0,0
gene-LOC109631776,19,28,29,49,27
gene-LOC109631781,0,0,0,0,0
gene-LOC109631783,972,1019,726,910,588
gene-LOC109631784,7,8,16,12,27
gene-LOC109631786,2,2,25,22,9
gene-LOC109631787,104,91,133,40,153
gene-LOC109631788,94,115,117,118,141
gene-LOC109631790,870,652,1330,722,845
gene-LOC109631791,194,148,168,167,154
gene-LOC109631792,6,10,11,5,9
gene-LOC109631795,409,454,396,308,503
gene-LOC109631798,1508,1314,1036,125,1097
gene-LOC109631799,0,0,0,0,0
gene-LOC109631800,644,697,830,671,684
gene-LOC109631801,115,88,42,32,73
gene-LOC109631805,4,2,2,17,0
gene-LOC109631807,284,196,81,87,103
gene-LOC109631810,2,2,0,8,6
gene-LOC109631813,45,22,53,19,36
gene-LOC109631816,456,523,326,227,312
gene-LOC109631817,0,2,2,2,0
gene-LOC109631818,24,25,16,27,21
gene-LOC109631821,7,11,41,15,29
gene-LOC109631822,0,4,0,2,2
gene-LOC109631825,6,0,0,0,0
gene-LOC109631827,51,33,118,68,135
gene-LOC109631829,248,231,595,707,346
gene-LOC109631830,0,0,0,2,0
gene-LOC109631831,41,14,16,6,29
gene-LOC109631832,53,86,150,429,88
gene-LOC109631839,0,0,0,0,0
gene-LOC109631840,593,602,789,345,654
gene-LOC109631842,56,49,71,44,62
gene-LOC109631845,18,19,53,17,31
gene-LOC109631847,95,40,89,28,61
gene-LOC109631849,50,27,30,17,48
gene-LOC109631851,54,39,120,26,74
gene-LOC109631852,84,85,75,36,76
gene-LOC109631857,9264,7861,11697,10108,11913
gene-LOC109631859,0,3,2,0,0
gene-LOC109631862,164,170,172,89,126
gene-LOC109631863,65,41,64,37,62
gene-LOC109631865,211,156,180,97,206
gene-LOC109631868,158,247,256,162,153
gene-LOC109631869,13389,9391,10023,9172,8429
gene-LOC109631871,26,25,48,36,38
gene-LOC109631872,180,309,3388,244,2483
gene-LOC109631873,11716,9273,8798,7416,7806
gene-LOC109631874,15,21,9,2,31
gene-LOC109631875,0,0,0,0,2
gene-LOC109631876,0,0,6,0,0
gene-LOC109631877,297,264,446,722,284
gene-LOC109631879,593,755,703,666,816
gene-LOC109631880,696,513,795,523,640
gene-LOC109631885,35,23,75,26,40
gene-LOC109631889,8,8,17,4,14
gene-LOC109631891,0,0,0,0,0
gene-LOC109631892,1,0,2,4,1
gene-LOC109631893,38,25,67,34,33
gene-LOC109631894,15,14,119,0,34
gene-LOC109631895,0,0,0,0,0
gene-LOC109631898,33,27,111,25,30
gene-LOC109631899,39,38,35,1,58
gene-LOC109631902,0,3,2,1,0
gene-LOC109631906,0,0,0,0,0
gene-LOC109631910,108,63,66,35,84
gene-LOC109631914,67,76,177,103,104
gene-LOC109631916,15,6,4,9,8
gene-LOC109631918,269,237,583,210,291
gene-LOC109631923,143,63,62,46,93
gene-LOC109631924,69,62,27,17,61
gene-LOC109631928,473,441,735,153,471
gene-LOC109631929,7,6,13,5,10
gene-LOC109631930,2156,1915,2924,1386,2455
gene-LOC109631934,38,60,79,48,97
gene-LOC109631936,1107,834,822,892,866
gene-LOC109631943,2,13,157,17,47
gene-LOC109631944,50,37,44,26,54
gene-LOC109631945,12,30,63,29,27
gene-LOC109631946,8,4,2,26,8
gene-LOC109631947,0,0,0,2,4
gene-LOC109631949,70,74,69,24,71
gene-LOC109631950,0,0,0,1,0
gene-LOC109631951,5,6,0,4,2
gene-LOC109631953,195,241,265,243,256
gene-LOC109631955,0,0,0,0,0
gene-LOC109631957,3,2,0,4,4
gene-LOC109631958,43,28,83,36,58
gene-LOC109631960,96,65,124,30,108
gene-LOC109631962,826,710,966,709,694
gene-LOC109631967,14,16,7,6,25
gene-LOC109631971,31,39,46,40,22
gene-LOC109631975,2,4,0,0,0
gene-LOC109631978,0,0,0,0,0
gene-LOC109631981,6,2,4,2,12
gene-LOC109631983,0,0,0,0,0
gene-LOC109631987,0,0,0,0,0
gene-LOC109631988,354,437,468,249,299
gene-LOC109631989,0,2,0,0,0
gene-LOC109631990,0,0,0,0,0
gene-LOC109631991,0,0,0,0,0
gene-LOC109631995,419,504,639,238,412
gene-LOC109631997,117,121,76,13,127
gene-LOC109632001,4,4,2,2,4
gene-LOC109632002,0,0,0,0,0
gene-LOC109632004,327,193,181,132,269
gene-LOC109632005,0,0,0,0,0
gene-LOC109632006,19,22,89,16,140
gene-LOC109632007,0,0,0,0,0
gene-LOC109632008,4,4,6,3,3
gene-LOC109632009,0,0,0,0,0
gene-LOC109632012,0,0,0,0,0
gene-LOC109632013,0,0,0,0,0
gene-LOC109632014,0,0,0,0,0
gene-LOC109632017,0,0,0,2,2
gene-LOC109632018,4,8,10,2,6
gene-LOC109632020,4,2,2,2,0
gene-LOC109632022,5,0,0,0,0
gene-LOC109632023,3,2,1,2,4
gene-LOC109632024,0,0,2,2,0
gene-LOC109632025,2,1,4,2,6
gene-LOC109632026,0,0,0,0,0
gene-LOC109632027,0,0,0,0,0
gene-LOC109632028,0,0,0,0,0
gene-LOC109632029,6,0,0,0,0
gene-LOC109632030,0,0,0,0,0
gene-LOC109632033,22,17,23,17,25
gene-LOC109632034,163,124,167,77,151
gene-LOC109632035,0,0,0,0,0
gene-LOC109632036,0,0,0,0,0
gene-LOC109632039,0,0,0,0,0
gene-LOC109632040,0,0,0,1,0
gene-LOC109632041,8,0,5,0,4
gene-LOC109632042,0,0,0,2,0
gene-LOC109632043,26,20,18,0,32
gene-LOC109632044,0,0,0,0,0
gene-LOC109632047,4,5,10,6,4
gene-LOC109632053,2,0,0,0,4
gene-LOC109632055,54,46,50,42,62
gene-LOC109632056,1028,1027,1626,1098,1355
gene-LOC109632057,62,61,171,54,80
gene-LOC109632060,4,0,9,0,5
gene-LOC109632062,177,158,212,137,156
gene-LOC109632065,140,94,107,111,106
gene-LOC109632067,38,21,25,16,24
gene-LOC109632071,4,0,5,0,0
gene-LOC109632078,24,19,37,40,18
gene-LOC109632081,20,10,24,10,15
gene-LOC109632082,291,277,211,129,207
gene-LOC109632085,52,38,51,36,26
gene-LOC109632090,66,40,88,29,71
gene-LOC109632091,3,0,4,0,0
gene-LOC109632092,30,26,18,18,28
gene-LOC109632095,2,0,1,0,0
gene-LOC109632096,11,2,1,0,0
gene-LOC109632097,0,0,0,0,0
gene-LOC109632098,6,2,13,24,6
gene-LOC109632099,0,0,2,0,2
gene-LOC109632100,2,0,0,0,6
gene-LOC109632101,0,0,0,0,0
gene-LOC109632102,25097,16345,339130,55390,319279
gene-LOC109632103,10,25,16,20,10
gene-LOC109632106,0,0,0,0,0
gene-LOC109632108,0,0,2,0,0
gene-LOC109632110,0,0,0,0,0
gene-LOC109632111,147,216,134,494,50
gene-LOC109632116,4,2,2,0,0
gene-LOC109632118,0,0,0,0,0
gene-LOC109632119,3,1,0,0,0
gene-LOC109632120,0,2,0,0,0
gene-LOC109632121,29,22,23,2,21
gene-LOC109632123,0,0,0,0,0
gene-LOC109632124,0,0,0,0,0
gene-LOC109632126,0,0,6,2,0
gene-LOC109632127,4,12,5,11,12
gene-LOC109632128,0,0,0,0,0
gene-LOC109632129,0,0,0,0,0
gene-LOC109632130,10,17,20,11,11
gene-LOC109632131,0,0,0,0,0
gene-LOC109632132,4,2,3,0,2
gene-LOC109632133,291,451,824,370,749
gene-LOC109632134,0,2,18,18,2
gene-LOC109632135,0,0,0,2,0
gene-LOC109632140,4,3,10,0,13
gene-LOC109632141,349,376,362,172,316
gene-LOC109632143,1084,812,643,478,762
gene-LOC109632145,127,84,113,79,100
gene-LOC109632150,2,3,10,5,5
gene-LOC109632151,386,539,396,188,275
gene-LOC109632154,0,0,0,0,0
gene-LOC109632156,145,153,137,113,85
gene-LOC109632159,698,518,407,289,466
gene-LOC109632160,11,4,9,2,0
gene-LOC109632161,4,4,6,2,2
gene-LOC109632163,824,777,1468,786,1095
gene-LOC109632165,14090,11710,12177,9709,13722
gene-LOC109632168,0,0,2,0,0
gene-LOC109632172,79,64,148,56,90
gene-LOC109632175,0,0,0,0,0
gene-LOC109632178,4,0,0,0,4
gene-LOC109632179,4,0,14,0,10
gene-LOC109632180,4,0,2,4,2
gene-LOC109632181,2,0,2,2,0
gene-LOC109632184,43,61,122,196,43
gene-LOC109632189,0,0,0,2,0
gene-LOC109632190,439,517,622,915,482
gene-LOC109632191,633,498,570,369,653
gene-LOC109632192,181,141,182,98,205
gene-LOC109632195,217,230,215,133,157
gene-LOC109632196,0,0,0,0,0
gene-LOC109632198,0,0,0,0,0
gene-LOC109632200,29,24,50,20,28
gene-LOC109632201,0,0,0,3,0
gene-LOC109632203,41,15,21,21,29
gene-LOC109632205,2887,2221,2501,1799,2368
gene-LOC109632206,0,0,0,6,0
gene-LOC109632211,32,25,21,8,28
gene-LOC109632215,5456,6224,8715,4358,8362
gene-LOC109632216,175,270,1038,533,532
gene-LOC109632217,8,16,45,25,35
gene-LOC109632220,196,194,320,179,212
gene-LOC109632221,51,117,235,285,100
gene-LOC109632225,0,0,0,4,0
gene-LOC109632227,216,152,118,106,116
gene-LOC109632228,2,0,1,0,0
gene-LOC109632230,47,32,67,32,36
gene-LOC109632236,512,435,571,298,439
gene-LOC109632240,104,89,76,68,77
gene-LOC109632249,10,2,8,2,8
gene-LOC109632257,7149,6104,6291,6662,6949
gene-LOC109632258,91,35,78,36,66
gene-LOC109632260,2,0,0,0,2
gene-LOC109632267,0,0,0,0,0
gene-LOC109632273,334,412,1179,888,255
gene-LOC109632274,317,279,786,317,499
gene-LOC109632278,270,178,451,247,378
gene-LOC109632283,172,221,466,543,276
gene-LOC109632284,40,50,44,144,25
gene-LOC109632285,0,0,0,0,0
gene-LOC109632287,181,68,56,52,102
gene-LOC109632288,0,0,0,0,0
gene-LOC109632292,12,75,895,281,25
gene-LOC109632293,0,0,0,0,0
gene-LOC109632296,2,2,2,2,0
gene-LOC109632298,198,191,317,241,262
gene-LOC109632300,8,13,14,13,7
gene-LOC109632301,0,0,0,0,0
gene-LOC109632303,0,0,3,0,2
gene-LOC109632305,89,104,86,51,100
gene-LOC109632307,305,436,197,233,222
gene-LOC109632308,20,5,19,160,4
gene-LOC109632311,69,42,62,35,24
gene-LOC109632313,362,297,247,280,335
gene-LOC109632315,0,0,0,0,0
gene-LOC109632316,0,0,0,0,0
gene-LOC109632318,0,0,2,0,1
gene-LOC109632323,0,4,5,0,2
gene-LOC109632324,0,1,0,0,0
gene-LOC109632326,1,8,12,0,12
gene-LOC109632327,594,889,575,426,405
gene-LOC109632330,0,0,0,0,0
gene-LOC109632331,4,2,0,2,0
gene-LOC109632332,0,0,0,0,0
gene-LOC109632333,0,0,0,0,0
gene-LOC109632335,0,0,0,0,0
gene-LOC109632336,2,12,8,3,4
gene-LOC109632337,43,26,48,17,26
gene-LOC109632338,0,6,3,4,0
gene-LOC109632339,14,0,34,12,17
gene-LOC109632340,2,0,0,0,0
gene-LOC109632341,0,0,0,0,0
gene-LOC109632342,110,65,83,29,48
gene-LOC109632344,8,13,6,37,2
gene-LOC109632345,0,0,0,0,0
gene-LOC109632346,0,0,0,0,0
gene-LOC109632347,385,480,312,263,219
gene-LOC109632349,0,2,2,2,2
gene-LOC109632350,20,54,139,64,45
gene-LOC109632353,0,0,0,0,0
gene-LOC109632354,6,5,0,2,13
gene-LOC109632355,0,0,0,0,0
gene-LOC109632356,0,0,0,0,0
gene-LOC109632357,0,4,2,2,0
gene-LOC109632358,4,2,6,13,10
gene-LOC109632360,0,0,0,6,0
gene-LOC109632361,103,138,145,78,125
gene-LOC109632362,46,119,125,81,110
gene-LOC109632368,3,4,4,2,4
gene-LOC109632369,0,1,5,2,12
gene-LOC109632370,0,0,0,0,0
gene-LOC109632371,0,0,0,0,2
gene-LOC109632372,0,0,0,0,0
gene-LOC109632375,40,37,34,33,34
gene-LOC109632379,13,5,8,6,8
gene-LOC109632381,87,61,62,38,94
gene-LOC109632385,0,0,0,0,0
gene-LOC109632389,331,216,324,240,274
gene-LOC109632391,76,88,78,39,95
